date,y_true,q10,q50,q90,evaluation_fold,lower,upper,alpha_t,method,tmax_f,precipitation_in,prior_day_tmax_f,prior_day_precipitation_in,raw_qr_width,aci_width,aci_one_sided_correction,lower_qr_spread,upper_qr_spread,spread_asymmetry,covered,lower_miss,upper_miss,temperature_group,prior_day_wet,predicted_demand_group,uncertainty_group,season
2024-02-27,14.89,14.611840135196404,14.928772611489334,15.414703529311176,5.0,14.530315669578869,15.496227994928711,0.2480000000000002,Two-sided ACI,54,0.03,65.0,0.0,0.8028633941147714,0.9659123253498425,0.08152446561753557,0.31693247629293,0.4859309178218414,0.16899844152891141,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Winter
2024-02-28,14.52,14.69143588782934,14.739778891243038,14.96092942719536,5.0,14.648828394572996,15.003536920451705,0.2520000000000003,Two-sided ACI,52,0.0,54.0,0.03,0.26949353936602094,0.35470852587870816,0.04260749325634361,0.04834300341369868,0.22115053595232226,0.17280753253862358,False,True,False,20–40%,Wet prior day,40–60%,Remaining 90%,Winter
2024-02-29,14.65,14.2139328355804,14.820245606401585,15.487623908602728,5.0,14.102143432935248,15.59941331124788,0.2360000000000002,Two-sided ACI,63,0.0,52.0,0.0,1.273691073022329,1.4972698783126308,0.11178940264515091,0.6063127708211855,0.6673783022011435,0.06106553137995796,True,False,False,20–40%,Dry prior day,40–60%,Remaining 90%,Winter
2024-03-01,14.51,13.624462425375642,14.199416573571831,15.20894700011264,5.0,13.512673022730487,15.320736402757792,0.2400000000000002,Two-sided ACI,65,0.0,63.0,0.0,1.584484574736999,1.8080633800273045,0.11178940264515269,0.5749541481961895,1.0095304265408096,0.4345762783446201,True,False,False,40–60%,Dry prior day,20–40%,Remaining 90%,Spring
2024-03-02,14.63,13.051913152038551,13.90311435359759,14.662638073624132,5.0,12.95648446771052,14.758066757952164,0.2440000000000002,Two-sided ACI,69,0.0,65.0,0.0,1.6107249215855806,1.8015822902416438,0.09542868432803164,0.8512012015590393,0.7595237200265412,-0.0916774815324981,True,False,False,40–60%,Dry prior day,20–40%,Remaining 90%,Spring
2024-03-03,15.02,13.963049482462395,14.462616931747888,15.17735704329873,5.0,13.88152501684486,15.258881508916266,0.2480000000000002,Two-sided ACI,58,0.01,69.0,0.0,1.2143075608363354,1.3773564920714065,0.08152446561753557,0.4995674492854931,0.7147401115508423,0.21517266226534915,True,False,False,40–60%,Dry prior day,20–40%,Remaining 90%,Spring
2024-03-04,14.46,14.176443838312712,14.847403632013153,15.735077760336864,5.0,14.133836345056368,15.777685253593209,0.2520000000000003,Two-sided ACI,45,0.0,58.0,0.01,1.5586339220241516,1.6438489085368406,0.0426074932563445,0.6709597937004403,0.8876741283237113,0.21671433462327094,True,False,False,20–40%,Wet prior day,40–60%,Remaining 90%,Spring
2024-03-05,14.43,13.999183116134034,14.63277965933055,15.5024764812277,5.0,13.967778953733925,15.533880643627809,0.2560000000000003,Two-sided ACI,48,0.0,45.0,0.0,1.5032933650936648,1.566101689893884,0.03140416240010957,0.633596543196516,0.8696968218971488,0.23610027870063277,True,False,False,Coolest 20%,Dry prior day,20–40%,Remaining 90%,Spring
2024-03-06,14.9,13.736970630103327,14.183497928675692,15.073983711164889,5.0,13.708359535377223,15.102594805890991,0.2600000000000003,Two-sided ACI,60,0.0,48.0,0.0,1.3370130810615617,1.394235270513768,0.028611094726103126,0.44652729857236473,0.890485782489197,0.44395848391683224,True,False,False,20–40%,Dry prior day,20–40%,Remaining 90%,Spring
2024-03-07,14.66,13.312958014050588,14.182057058752404,15.023524294666394,5.0,13.291947326005047,15.044534982711934,0.2640000000000003,Two-sided ACI,48,0.02,60.0,0.0,1.7105662806158062,1.7525876567068863,0.02101068804554007,0.8690990447018159,0.8414672359139903,-0.027631808787825562,True,False,False,40–60%,Dry prior day,20–40%,Remaining 90%,Spring
2024-03-08,14.34,13.34072186686828,13.971955283453925,14.678385809087882,5.0,13.31971117882274,14.69939649713342,0.2680000000000003,Two-sided ACI,39,0.15,48.0,0.02,1.337663942219601,1.3796853183106812,0.02101068804554007,0.6312334165856441,0.7064305256339569,0.07519710904831278,True,False,False,20–40%,Wet prior day,20–40%,Remaining 90%,Spring
2024-03-09,13.65,13.174435513428932,13.746525755582985,14.460648186010982,5.0,13.161075194476563,14.47400850496335,0.2720000000000003,Two-sided ACI,55,0.0,39.0,0.15,1.2862126725820495,1.3129333104867875,0.013360318952369,0.5720902421540526,0.714122430427997,0.14203218827394437,True,False,False,Coolest 20%,Wet prior day,Lowest 20%,Remaining 90%,Spring
2024-03-10,12.99,13.738603996279483,14.336538556688584,15.494126922932452,5.0,13.729855418965942,15.502875500245992,0.2760000000000003,Two-sided ACI,64,0.0,55.0,0.0,1.7555229266529686,1.77302008128005,0.008748577313540729,0.5979345604091009,1.1575883662438677,0.5596538058347669,False,True,False,20–40%,Dry prior day,20–40%,Remaining 90%,Spring
2024-03-11,13.83,12.913297424191516,13.83109815630432,15.280524900908134,5.0,12.884686329465412,15.309135995634238,0.2600000000000003,Two-sided ACI,56,0.0,64.0,0.0,2.367227476716618,2.424449666168826,0.028611094726104014,0.9178007321128039,1.449426744603814,0.5316260124910102,True,False,False,40–60%,Dry prior day,Lowest 20%,Remaining 90%,Spring
2024-03-12,14.26,12.813784665032808,13.430678279924594,14.12429257276566,5.0,12.792773976987268,14.1453032608112,0.2640000000000003,Two-sided ACI,61,0.0,56.0,0.0,1.3105079077328519,1.352529283823932,0.02101068804554007,0.6168936148917865,0.6936142928410653,0.07672067794927884,False,False,True,20–40%,Dry prior day,Lowest 20%,Remaining 90%,Spring
2024-03-13,13.93,13.61666787399666,14.135096200884318,14.992836508724004,5.0,13.535143408379124,15.07436097434154,0.2480000000000002,Two-sided ACI,55,0.04,61.0,0.0,1.3761686347273443,1.5392175659624154,0.08152446561753557,0.5184283268876584,0.8577403078396859,0.3393119809520275,True,False,False,40–60%,Dry prior day,20–40%,Remaining 90%,Spring
2024-03-14,13.84,12.616801826053573,13.72161579604131,14.320471446458244,5.0,12.574194332797228,14.363078939714589,0.2520000000000003,Two-sided ACI,43,0.93,55.0,0.04,1.7036696204046713,1.7888846069173603,0.0426074932563445,1.1048139699877364,0.5988556504169349,-0.5059583195708015,True,False,False,20–40%,Wet prior day,Lowest 20%,Remaining 90%,Spring
2024-03-15,13.19,11.752882167503335,13.095970273005795,13.9976763693684,5.0,11.710274674246993,14.040283862624744,0.2560000000000003,Two-sided ACI,40,0.5,43.0,0.93,2.244794201865064,2.330009188377751,0.04260749325634361,1.34308810550246,0.901706096362604,-0.4413820091398559,True,False,False,Coolest 20%,Wet prior day,Lowest 20%,Remaining 90%,Spring
2024-03-16,13.46,11.447117025708868,13.000830288352638,13.6692959560719,5.0,11.415712863308755,13.70070011847201,0.2600000000000003,Two-sided ACI,50,0.0,40.0,0.5,2.2221789303630324,2.284987255163255,0.031404162400111346,1.55371326264377,0.6684656677192624,-0.8852475949245076,True,False,False,Coolest 20%,Wet prior day,Lowest 20%,Remaining 90%,Spring
2024-03-17,14.37,12.694237844964173,13.43014727445285,14.46966676464566,5.0,12.680625256060726,14.483279353549108,0.2640000000000003,Two-sided ACI,48,0.0,50.0,0.0,1.775428919681488,1.8026540974883822,0.013612588903447076,0.735909429488677,1.039519490192811,0.3036100607041341,True,False,False,20–40%,Dry prior day,Lowest 20%,Remaining 90%,Spring
2024-03-18,14.56,13.79716287037692,14.58793245316868,15.692112644373632,5.0,13.783550281473472,15.70572523327708,0.2680000000000003,Two-sided ACI,62,0.0,48.0,0.0,1.8949497739967125,1.9221749518036084,0.013612588903447964,0.7907695827917607,1.1041801912049518,0.3134106084131911,True,False,False,20–40%,Dry prior day,20–40%,Remaining 90%,Spring
2024-03-19,14.79,13.990520226480747,14.5016896696309,15.2377693261367,5.0,13.981771649167204,15.246517903450242,0.2720000000000003,Two-sided ACI,65,0.0,62.0,0.0,1.2472490996559529,1.2647462542830379,0.008748577313542505,0.5111694431501537,0.7360796565057992,0.22491021335564554,True,False,False,40–60%,Dry prior day,20–40%,Remaining 90%,Spring
2024-03-20,14.91,14.305781442052574,14.845499076107512,15.8401310273081,5.0,14.326227100999017,15.81968536836166,0.2760000000000003,Two-sided ACI,58,0.0,65.0,0.0,1.5343495852555264,1.4934582673626426,-0.020445658946441903,0.5397176340549379,0.9946319512005886,0.45491431714565067,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-03-21,14.98,13.585237491260424,14.797313388716118,15.635599491386005,5.0,13.61404492951922,15.60679205312721,0.2800000000000003,Two-sided ACI,69,0.0,58.0,0.0,2.050362000125581,1.9927471236079892,-0.028807438258795948,1.2120758974556942,0.8382861026698869,-0.3737897947858073,True,False,False,20–40%,Dry prior day,40–60%,Remaining 90%,Spring
2024-03-22,14.65,14.1841445202273,14.821134548949344,15.863008610845675,5.0,14.212951958486093,15.834201172586884,0.2840000000000003,Two-sided ACI,61,0.0,69.0,0.0,1.6788640906183758,1.621249214100791,-0.028807438258792395,0.6369900287220442,1.0418740618963316,0.40488403317428734,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-03-23,14.46,13.451094438969196,14.471952475103873,14.998265206474704,5.0,13.483732512593328,14.965627132850573,0.2880000000000003,Two-sided ACI,59,0.0,61.0,0.0,1.5471707675055075,1.4818946202572452,-0.03263807362413118,1.0208580361346762,0.5263127313708313,-0.49454530476384484,True,False,False,40–60%,Dry prior day,20–40%,Remaining 90%,Spring
2024-03-24,14.45,14.310529042191472,14.898789600219777,15.341104696748568,5.0,14.357022382470792,15.294611356469249,0.2920000000000003,Two-sided ACI,59,0.09,59.0,0.0,1.0305756545570954,0.9375889739984569,-0.046493340279319284,0.5882605580283045,0.442315096528791,-0.14594546149951348,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-03-25,14.77,14.14080213281847,14.822786499209874,16.004456011101414,5.0,14.187295473097793,15.957962670822091,0.2960000000000003,Two-sided ACI,39,0.08,59.0,0.09,1.8636538782829444,1.7706671977242987,-0.04649334027932284,0.6819843663914043,1.1816695118915401,0.4996851455001359,True,False,False,40–60%,Wet prior day,40–60%,Remaining 90%,Spring
2024-03-26,14.82,13.859094113254134,14.446252409969173,15.072203829277314,5.0,13.90781597755339,15.023481964978057,0.3000000000000003,Two-sided ACI,44,0.0,39.0,0.08,1.2131097160231796,1.1156659874246664,-0.04872186429925662,0.5871582967150388,0.6259514193081408,0.03879312259310197,True,False,False,Coolest 20%,Wet prior day,20–40%,Remaining 90%,Spring
2024-03-27,15.06,14.76953195615054,15.260737131924632,16.029609457946293,5.0,14.82682231514146,15.972319098955374,0.3040000000000003,Two-sided ACI,55,0.0,44.0,0.0,1.2600775017957524,1.1454967838139147,-0.05729035899091883,0.4912051757740912,0.7688723260216612,0.27766715024757005,True,False,False,Coolest 20%,Dry prior day,40–60%,Remaining 90%,Spring
2024-03-28,14.71,13.918212780294944,14.8173254233987,15.656396623495898,5.0,13.987703391722969,15.586906012067873,0.3080000000000003,Two-sided ACI,64,0.0,55.0,0.0,1.7381838432009538,1.5992026203449043,-0.0694906114280247,0.8991126431037557,0.839071200097198,-0.06004144300655767,True,False,False,20–40%,Dry prior day,40–60%,Remaining 90%,Spring
2024-03-29,13.91,14.288602466346951,14.790715294661112,15.734090058605483,5.0,14.358093077774976,15.66459944717746,0.3120000000000003,Two-sided ACI,54,0.11,64.0,0.0,1.445487592258532,1.3065063694024843,-0.06949061142802382,0.5021128283141607,0.9433747639443713,0.44126193563021054,False,True,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-03-30,14.3,12.580380356749806,13.550284584622275,14.129447860693684,5.0,12.626873697029128,14.082954520414363,0.2960000000000003,Two-sided ACI,58,0.01,54.0,0.11,1.5490675039438777,1.4560808233852356,-0.04649334027932106,0.969904227872469,0.5791632760714087,-0.3907409518010603,False,False,True,20–40%,Wet prior day,Lowest 20%,Remaining 90%,Spring
2024-03-31,14.49,13.725359714192804,14.243075842991644,15.200153815248484,5.0,13.7541671524516,15.17134637698969,0.2800000000000003,Two-sided ACI,57,0.0,58.0,0.01,1.4747941010556804,1.4171792245380903,-0.02880743825879506,0.5177161287988401,0.9570779722568403,0.4393618434580002,True,False,False,20–40%,Wet prior day,20–40%,Remaining 90%,Spring
2024-04-01,14.76,14.49868961995184,15.376664587582024,16.36274810449686,6.0,14.527497058210631,16.333940666238064,0.2840000000000003,Two-sided ACI,55,0.04,57.0,0.0,1.8640584845450192,1.8064436080274326,-0.028807438258793283,0.877974967630184,0.9860835169148352,0.10810854928465119,True,False,False,20–40%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-02,14.92,13.505152680820515,14.391412356126017,14.803199450811196,6.0,13.537790754444648,14.770561377187065,0.2880000000000003,Two-sided ACI,63,0.0,55.0,0.04,1.2980467699906804,1.2327706227424162,-0.03263807362413207,0.8862596753055012,0.41178709468517916,-0.47447258062032205,False,False,True,20–40%,Wet prior day,20–40%,Remaining 90%,Spring
2024-04-03,15.06,14.693207082654316,15.240531002824792,15.936951281311448,6.0,14.684458505340771,15.94569985862499,0.2720000000000003,Two-sided ACI,73,0.0,63.0,0.0,1.2437441986571312,1.261241353284218,0.008748577313543393,0.5473239201704754,0.6964202784866558,0.1490963583161804,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-04,15.83,13.744744185332532,14.866223196856335,15.494208573072234,6.0,13.773103538741132,15.465849219663632,0.2760000000000003,Two-sided ACI,73,0.0,73.0,0.0,1.7494643877397014,1.6927456809224992,-0.028359353408601073,1.1214790115238031,0.6279853762158982,-0.4934936353079049,False,False,True,60–80%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-05,14.94,14.651479888218644,15.352185551234292,16.28347021656727,6.0,14.637867299315198,16.297082805470716,0.2600000000000003,Two-sided ACI,75,0.0,73.0,0.0,1.6319903283486266,1.6592155061555172,0.0136125889034453,0.7007056630156487,0.9312846653329778,0.23057900231732908,True,False,False,60–80%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-06,15.11,13.863038340564009,14.990048053832911,15.639322396715318,6.0,13.883483999510448,15.618876737768876,0.2640000000000003,Two-sided ACI,68,0.0,75.0,0.0,1.7762840561513098,1.7353927382584278,-0.020445658946441014,1.1270097132689028,0.649274342882407,-0.4777353703864957,True,False,False,60–80%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-07,13.28,14.35035818661274,15.11431598612578,15.688003581645166,6.0,14.37080384555918,15.667557922698723,0.2680000000000003,Two-sided ACI,56,0.0,68.0,0.0,1.3376453950324265,1.2967540771395427,-0.020445658946441903,0.7639577995130402,0.5736875955193863,-0.1902702039936539,False,True,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-08,15.07,13.653465018795568,14.81413748796546,15.99137347084449,6.0,13.624853924069464,16.019984565570596,0.2520000000000003,Two-sided ACI,57,0.0,56.0,0.0,2.3379084520489215,2.3951306415011313,0.028611094726104902,1.1606724691698922,1.1772359828790293,0.016563513709137112,True,False,False,20–40%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-09,15.99,14.07850326295454,14.514776149776406,15.235924341135304,6.0,14.064890674051094,15.24953693003875,0.2560000000000003,Two-sided ACI,60,0.0,57.0,0.0,1.1574210781807643,1.1846462559876567,0.013612588903446188,0.4362728868218664,0.721148191358898,0.2848753045370316,False,False,True,20–40%,Dry prior day,20–40%,Remaining 90%,Spring
2024-04-10,15.07,14.992721518946258,15.812289489444549,16.490301691069988,6.0,14.950114025689912,16.532909184326332,0.2400000000000002,Two-sided ACI,58,0.01,60.0,0.0,1.4975801721237296,1.5827951586364204,0.042607493256345386,0.8195679704982908,0.6780122016254388,-0.14155576887285193,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-11,16.41,13.72453649540591,15.165933390499047,15.74872089611831,6.0,13.695925400679808,15.777331990844417,0.2440000000000002,Two-sided ACI,61,0.0,58.0,0.01,2.0241844007124,2.081406590164608,0.028611094726104014,1.4413968950931366,0.5827875056192635,-0.8586093894738731,False,False,True,20–40%,Wet prior day,40–60%,Remaining 90%,Spring
2024-04-12,16.19,15.588613657160428,15.833836158738777,16.791649187645962,6.0,15.476824254515275,16.903438590291117,0.2280000000000002,Two-sided ACI,76,0.0,61.0,0.0,1.2030355304855345,1.4266143357758416,0.11178940264515358,0.24522250157834868,0.9578130289071858,0.7125905273288371,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-13,16.22,14.940484570585683,16.025492096602274,16.681385003466293,6.0,14.858960104968148,16.76290946908383,0.2320000000000002,Two-sided ACI,78,0.0,76.0,0.0,1.7409004328806095,1.9039493641156824,0.08152446561753646,1.0850075260165912,0.6558929068640182,-0.429114619152573,True,False,False,60–80%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-14,16.66,14.823123069358603,15.782084871294414,16.667186206561908,6.0,14.78051557610226,16.709793699818253,0.2360000000000002,Two-sided ACI,80,0.0,78.0,0.0,1.844063137203305,1.9292781237159922,0.04260749325634361,0.9589618019358106,0.8851013352674943,-0.07386046666831625,True,False,False,60–80%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-15,15.86,16.039054237275707,17.03812250765756,18.178041438519383,6.0,16.0076500748756,18.20944560091949,0.2400000000000002,Two-sided ACI,76,0.0,80.0,0.0,2.138987201243676,2.2017955260438917,0.031404162400107793,0.999068270381855,1.1399189308618212,0.1408506604799662,False,True,False,60–80%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-16,15.25,15.201546219295404,16.243067680837832,17.17114787398927,6.0,15.089756816650253,17.28293727663442,0.2240000000000002,Two-sided ACI,68,0.07,76.0,0.0,1.9696016546938662,2.193180459984168,0.11178940264515091,1.0415214615424286,0.9280801931514375,-0.11344126839099111,True,False,False,60–80%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-17,16.83,14.312672382446738,15.212302024229803,16.196397222696795,6.0,14.231147916829205,16.27792168831433,0.2280000000000002,Two-sided ACI,71,0.0,68.0,0.07,1.883724840250057,2.0467737714851246,0.08152446561753379,0.8996296417830649,0.9840951984669921,0.08446555668392719,False,False,True,40–60%,Wet prior day,40–60%,Remaining 90%,Spring
2024-04-18,14.77,15.53693950348046,16.746954443906098,17.472100716891106,6.0,15.407279946295962,17.601760274075605,0.2120000000000002,Two-sided ACI,47,0.25,71.0,0.0,1.9351612134106464,2.194480327779644,0.12965955718449873,1.2100149404256388,0.7251462729850076,-0.4848686674406313,False,True,False,60–80%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-19,14.96,14.084092082556436,15.40872791498668,16.527701958769327,6.0,13.913539943250118,16.698254098075644,0.1960000000000002,Two-sided ACI,36,0.18,47.0,0.25,2.443609876212891,2.784714154825526,0.1705521393063174,1.3246358324302427,1.1189740437826483,-0.20566178864759443,True,False,False,Coolest 20%,Wet prior day,40–60%,Remaining 90%,Spring
2024-04-20,14.04,13.752494915042217,14.861278936201437,15.494607276718568,6.0,13.581942775735898,15.665159416024885,0.2000000000000002,Two-sided ACI,36,0.15,36.0,0.18,1.7421123616763516,2.0832166402889865,0.1705521393063174,1.1087840211592201,0.6333283405171315,-0.47545568064208865,True,False,False,Coolest 20%,Wet prior day,40–60%,Remaining 90%,Spring
2024-04-21,15.05,14.072796147267113,14.734076860081718,15.786870458010938,6.0,13.937088720032774,15.922577885245277,0.2040000000000002,Two-sided ACI,61,0.0,36.0,0.15,1.7140743107438254,1.9854891652125026,0.1357074272343386,0.6612807128146052,1.0527935979292202,0.391512885114615,True,False,False,Coolest 20%,Wet prior day,40–60%,Remaining 90%,Spring
2024-04-22,15.71,15.011613379678014,15.706323126267968,17.269418391260416,6.0,14.877521713666326,17.403510057272104,0.2080000000000002,Two-sided ACI,77,0.0,61.0,0.0,2.257805011582402,2.5259883436057784,0.1340916660116882,0.6947097465899539,1.563095264992448,0.8683855184024942,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-23,15.47,14.688351914565237,15.581156741165248,16.835170681062667,6.0,14.554260248553549,16.969262347074356,0.2120000000000002,Two-sided ACI,67,0.0,77.0,0.0,2.1468187664974305,2.415002098520807,0.1340916660116882,0.8928048266000115,1.254013939897419,0.36120911329740757,True,False,False,60–80%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-24,16.13,15.299325574378331,16.138981744458547,17.171762637173785,6.0,15.169666017193832,17.301422194358285,0.2160000000000002,Two-sided ACI,73,0.0,67.0,0.0,1.8724370627954539,2.131756177164453,0.12965955718449962,0.8396561700802163,1.0327808927152375,0.19312472263502123,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-25,15.67,14.918841989469264,16.03832382913731,17.164737723484343,6.0,14.80204144028046,17.281538272673146,0.2200000000000002,Two-sided ACI,70,0.0,73.0,0.0,2.245895734015079,2.4794968323926856,0.11680054918880334,1.119481839668044,1.126413894347035,0.006932054678991051,True,False,False,60–80%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-26,15.3,15.006565479837615,16.2556457345449,17.596330245079205,6.0,14.894776077192462,17.70811964772436,0.2240000000000002,Two-sided ACI,70,0.09,70.0,0.0,2.58976476524159,2.813343570531897,0.11178940264515358,1.249080254707284,1.340684510534306,0.09160425582702203,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-04-27,14.46,14.014242072890646,15.122328949830733,16.039484950929552,6.0,13.9716345796343,16.082092444185896,0.2280000000000002,Two-sided ACI,53,1.11,70.0,0.09,2.025242878038906,2.110457864551597,0.042607493256345386,1.108086876940087,0.9171560010988191,-0.19093087584126778,True,False,False,40–60%,Wet prior day,40–60%,Remaining 90%,Spring
2024-04-28,14.8,11.272363323778912,13.876730848713144,14.696224086743696,6.0,11.243752229052808,14.7248351814698,0.2320000000000002,Two-sided ACI,65,0.05,53.0,1.11,3.423860762964784,3.481082952416992,0.028611094726104014,2.604367524934233,0.8194932380305513,-1.7848742869036816,False,False,True,20–40%,Wet prior day,Lowest 20%,Remaining 90%,Spring
2024-04-29,15.69,14.088438949425369,15.24650381941954,16.754151858017224,6.0,13.976649546780214,16.865941260662375,0.2160000000000002,Two-sided ACI,66,0.0,65.0,0.05,2.665712908591855,2.8892917138821606,0.11178940264515269,1.1580648699941722,1.507648038597683,0.3495831686035107,True,False,False,40–60%,Wet prior day,40–60%,Remaining 90%,Spring
2024-04-30,15.77,15.095057773470684,15.8405022247741,16.873274119203792,6.0,14.99128186021438,16.9770500324601,0.2200000000000002,Two-sided ACI,74,0.0,66.0,0.0,1.7782163457331084,1.9857681722457183,0.10377591325630497,0.7454444513034169,1.0327718944296915,0.2873274431262747,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-05-01,15.93,15.483294959758531,16.677787794940613,18.154999123725183,6.0,15.440687466502188,18.197606616981528,0.2240000000000002,Two-sided ACI,65,0.01,74.0,0.0,2.671704163966652,2.756919150479339,0.04260749325634361,1.194492835182082,1.4772113287845698,0.2827184936024878,True,False,False,60–80%,Dry prior day,40–60%,Remaining 90%,Spring
2024-05-02,16.29,14.729893346175324,16.111106740448854,17.02532577614141,6.0,14.68728585291898,17.067933269397756,0.2280000000000002,Two-sided ACI,63,0.0,65.0,0.01,2.2954324299660875,2.3806474164787765,0.0426074932563445,1.38121339427353,0.9142190356925575,-0.4669943585809726,True,False,False,40–60%,Wet prior day,40–60%,Remaining 90%,Spring
2024-05-03,16.44,16.018910293861833,16.819458725883866,18.40602176378141,6.0,15.987506131461725,18.437425926181525,0.2320000000000002,Two-sided ACI,67,0.0,63.0,0.0,2.387111469919578,2.4499197947198006,0.031404162400111346,0.8005484320220333,1.5865630378975446,0.7860146058755113,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-05-04,16.87,15.065935629849015,16.723894037725962,18.04591994127686,6.0,15.037324535122911,18.074531036002966,0.2360000000000002,Two-sided ACI,64,0.0,67.0,0.0,2.9799843114278453,3.037206500880055,0.028611094726104902,1.6579584078769471,1.322025903550898,-0.33593250432604904,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-05-05,17.42,15.89920948667404,17.049040493750535,18.54147522002444,6.0,15.885596897770592,18.555087808927887,0.2400000000000002,Two-sided ACI,74,0.0,64.0,0.0,2.642265733350401,2.669490911157295,0.013612588903447076,1.1498310070764948,1.4924347262739062,0.3426037191974114,True,False,False,40–60%,Dry prior day,40–60%,Remaining 90%,Spring
2024-05-06,17.03,16.835086342771117,18.220091672727005,20.054539289356395,6.0,16.826337765457573,20.06328786666994,0.2440000000000002,Two-sided ACI,71,0.0,74.0,0.0,3.219452946585278,3.236950101212365,0.008748577313543393,1.385005329955888,1.8344476166293902,0.44944228667350217,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
2024-05-07,17.0,16.19260011735471,17.48772194005099,18.946132730314545,6.0,16.19978632391662,18.93894652375264,0.2480000000000002,Two-sided ACI,61,0.0,71.0,0.0,2.753532612959834,2.7391601998360215,-0.007186206561906161,1.2951218226962773,1.4584107902635566,0.1632889675672793,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
2024-05-08,18.1,16.58040816792619,17.71176857401026,19.319761808011368,6.0,16.60876752133479,19.291402454602768,0.2520000000000003,Two-sided ACI,58,0.0,61.0,0.0,2.7393536400851772,2.682634933267977,-0.028359353408600185,1.1313604060840703,1.607993234001107,0.47663282791703665,True,False,False,40–60%,Dry prior day,60–80%,Remaining 90%,Spring
2024-05-09,17.26,16.717128220076365,18.34300148977699,19.53402345232883,6.0,16.745487573484965,19.50566409892023,0.2560000000000003,Two-sided ACI,56,0.18,58.0,0.0,2.8168952322524667,2.7601765254352664,-0.028359353408600185,1.6258732697006266,1.1910219625518401,-0.4348513071487865,True,False,False,20–40%,Dry prior day,60–80%,Remaining 90%,Spring
2024-05-10,17.76,15.931786923933029,17.693417899054555,19.09879879816985,6.0,15.960594362191822,19.069991359911057,0.2600000000000003,Two-sided ACI,61,0.0,56.0,0.18,3.1670118742368203,3.1093969977192355,-0.028807438258792395,1.7616309751215269,1.4053808991152934,-0.3562500760062335,True,False,False,20–40%,Wet prior day,60–80%,Remaining 90%,Spring
2024-05-11,18.17,16.93100739731187,18.198811307361016,19.481319625289785,6.0,16.963645470936,19.44868155166565,0.2640000000000003,Two-sided ACI,68,0.0,61.0,0.0,2.5503122279779156,2.4850360807296497,-0.03263807362413296,1.267803910049146,1.2825083179287695,0.01470440787962346,True,False,False,40–60%,Dry prior day,60–80%,Remaining 90%,Spring
2024-05-12,18.06,17.576430926754117,18.859279557628284,20.266022886342245,6.0,17.60906900037825,20.233384812718118,0.2680000000000003,Two-sided ACI,73,0.04,68.0,0.0,2.689591959588128,2.6243158123398693,-0.032638073624129404,1.2828486308741667,1.4067433287139615,0.12389469783979479,True,False,False,40–60%,Dry prior day,60–80%,Remaining 90%,Spring
2024-05-13,19.14,17.037382044372585,18.793170122323318,20.584847807251517,6.0,17.083334334706805,20.538895516917293,0.2720000000000003,Two-sided ACI,76,0.0,73.0,0.04,3.5474657628789323,3.455561182210488,-0.04595229033422221,1.7557880779507329,1.7916776849281995,0.03588960697746657,True,False,False,60–80%,Wet prior day,60–80%,Remaining 90%,Spring
2024-05-14,20.42,17.882846953317053,19.197174379805293,20.802810327763087,6.0,17.929340293596375,20.756316987483764,0.2760000000000003,Two-sided ACI,79,0.0,76.0,0.0,2.9199633744460343,2.8269766938873886,-0.04649334027932284,1.3143274264882407,1.6056359479577935,0.2913085214695528,True,False,False,60–80%,Dry prior day,60–80%,Remaining 90%,Spring
