"date","total_actual_demand_mgd","total_projected_demand_mgd","actual_projected_demand","total_plant_demand_mgd"
"2025-07-09T00:00:00.000","36.09","35.44","1.018340857787810383747178330","41.32"
"2025-07-10T00:00:00.000","32.89","35.58","0.9243957279370432827431141091","37.28"
"2025-07-11T00:00:00.000","33.43","34.77","0.9614610296232384239286741444","37.09"
"2025-07-12T00:00:00.000","28.37","34.38","0.8251890634089586969168121001","30.2"
"2025-07-13T00:00:00.000","31.7","33.64","0.9423305588585017835909631391","36.31"
"2025-07-14T00:00:00.000","34.45","33.23","1.036713812819741197712910021","41.21"
"2025-07-15T00:00:00.000","32.67","33.66","0.9705882352941176470588235294","38.56"
"2025-07-16T00:00:00.000","31.62","35.8","0.8832402234636871508379888268","35.99"
"2025-07-17T00:00:00.000","28.22","34.88","0.8090596330275229357798165138","31.62"
"2025-07-18T00:00:00.000","31.71","34.67","0.9146235938852033458321315258","36.4"
"2025-07-19T00:00:00.000","30.47","34.65","0.8793650793650793650793650794","36.78"
"2025-07-20T00:00:00.000","30.83","34.38","0.8967422920302501454333915067","37.06"
"2025-07-21T00:00:00.000","34.64","35.06","0.9880205362236166571591557330","42.91"
"2025-07-22T00:00:00.000","30.45","34.94","0.8714939896966227819118488838","37.21"
"2025-07-23T00:00:00.000","30.54","35.43","0.8619813717188823031329381880","36.81"
"2025-07-24T00:00:00.000","28.56","34.19","0.8353319684118163205615677099","34.07"
"2025-07-25T00:00:00.000","33.29","33.95","0.9805596465390279823269513991","37.89"
"2025-07-26T00:00:00.000","31.66","33.6","0.9422619047619047619047619048","36.4"
"2025-07-27T00:00:00.000","32.31","33.11","0.9758381153729990939293264875","36.61"
"2025-07-28T00:00:00.000","35.93","33.02","1.088128407026044821320411872","42.16"
"2025-07-29T00:00:00.000","30.61","32.07","0.9544745868412846897411911444","34.33"
"2025-07-30T00:00:00.000","32.01","32.05","0.9987519500780031201248049922","36.23"
"2025-07-31T00:00:00.000","29.77","32.07","0.9282818833801060180854381041","33.84"
"2025-08-01T00:00:00.000","33.01","33.06","0.9984875983061101028433151845","37.68"
"2025-08-02T00:00:00.000","29.82","32.25","0.9246511627906976744186046512","34.44"
"2025-08-03T00:00:00.000","30.42","31.53","0.9647954329210275927687916270","35.09"
"2025-08-04T00:00:00.000","34.84","31.81","1.095253065073876139578748821","41.17"
"2025-08-05T00:00:00.000","31.76","31.65","1.003475513428120063191153239","38.27"
"2025-08-06T00:00:00.000","35.42","32.36","1.094561186650185414091470952","41.77"
"2025-08-07T00:00:00.000","32.47","32.16","1.009639303482587064676616915","37.98"
"2025-08-08T00:00:00.000","34.62","32.51","1.064903106736388803445093817","41.22"
"2025-08-09T00:00:00.000","31.95","32.47","0.9839852171234986141053279951","37.41"
"2025-08-10T00:00:00.000","29.01","32.3","0.8981424148606811145510835913","34.33"
"2025-08-11T00:00:00.000","29.75","33.02","0.9009691096305269533615990309","33.74"
"2025-08-12T00:00:00.000","29.78","33.32","0.8937575030012004801920768307","34.66"
"2025-08-13T00:00:00.000","34.27","33.63","1.019030627415997621171573000","41.08"
"2025-08-14T00:00:00.000","31.85","33","0.9651515151515151515151515152","38.32"
"2025-08-15T00:00:00.000","34.65","33.5","1.034328358208955223880597015","41.36"
"2025-08-16T00:00:00.000","31.26","34.05","0.9180616740088105726872246696","38.04"
"2025-08-17T00:00:00.000","31.13","33.55","0.9278688524590163934426229508","36.41"
"2025-08-18T00:00:00.000","34.59","33.05","1.046596066565809379727685325","40.79"
"2025-08-19T00:00:00.000","32.24","33.01","0.9766737352317479551651014844","36.85"
"2025-08-20T00:00:00.000","35.59","34.29","1.037911927675707203266258384","41.16"
"2025-08-21T00:00:00.000","32.14","33.83","0.9500443393437777120898610701","36.78"
"2025-08-22T00:00:00.000","32.49","34.34","0.9461269656377402446126965638","36.93"
"2025-08-23T00:00:00.000","29.76","34.74","0.8566493955094991364421416235","34.46"
"2025-08-24T00:00:00.000","29.03","33.73","0.8606581678031426030240142307","33.45"
"2025-08-25T00:00:00.000","27.94","33.33","0.8382838283828382838283828383","32.4"
"2025-08-26T00:00:00.000","25.26","33.36","0.7571942446043165467625899281","29.31"
"2025-08-27T00:00:00.000","26.54","34.03","0.7799000881575080811049074346","32.54"
"2025-08-28T00:00:00.000","23.82","33.11","0.7194201147689519782543038357","28.18"
"2025-08-29T00:00:00.000","25.57","33.04","0.7739104116222760290556900726","31.88"
"2025-08-30T00:00:00.000","23.79","33.29","0.7146290177230399519375187744","29.48"
"2025-08-31T00:00:00.000","23.8","33.62","0.7079119571683521713265913147","29.34"
"2025-09-01T00:00:00.000","27.51","33.76","0.8148696682464454976303317536","36.18"
"2025-09-02T00:00:00.000","26.69","33.19","0.8041578788791804760470021091","33.5"
"2025-09-03T00:00:00.000","30.31","33.76","0.8978080568720379146919431280","36.75"
"2025-09-04T00:00:00.000","27.53","32.95","0.8355083459787556904400606980","32.21"
"2025-09-05T00:00:00.000","29.46","32.82","0.8976234003656307129798903108","34.71"
"2025-09-06T00:00:00.000","26.79","32.52","0.8238007380073800738007380074","30.03"
"2025-09-07T00:00:00.000","26.53","31.44","0.8438295165394402035623409669","29.33"
"2025-09-08T00:00:00.000","29.39","30.26","0.9712491738268341044282881692","34.37"
"2025-09-09T00:00:00.000","27.27","28.61","0.9531632296399860188745193988","31.7"
"2025-09-10T00:00:00.000","30.6","28.92","1.058091286307053941908713693","35.56"
"2025-09-11T00:00:00.000","28.29","28.51","0.9922834093300596282006313574","31.81"
"2025-09-12T00:00:00.000","28.69","28.39","1.010567101091933779499823882","31.99"
"2025-09-13T00:00:00.000","25.44","28.33","0.8979879985880691846099541122","27.45"
"2025-09-14T00:00:00.000","24.68","28.5","0.8659649122807017543859649123","26.12"
"2025-09-15T00:00:00.000","28.56","28.46","1.003513703443429374560787070","34.59"
"2025-09-16T00:00:00.000","24.33","28.89","0.8421599169262720664589823468","29.86"
"2025-09-17T00:00:00.000","23.24","29.62","0.7846049966239027683997299122","26.79"
"2025-09-18T00:00:00.000","21.95","29.06","0.7553337921541637990364762560","25.55"
"2025-09-19T00:00:00.000","25.26","29.12","0.8674450549450549450549450549","30.47"
"2025-09-20T00:00:00.000","23.1","29.01","0.7962771458117890382626680455","27.33"
"2025-09-21T00:00:00.000","23.64","28.51","0.8291827428972290424412486847","28.24"
"2025-09-22T00:00:00.000","24.73","28.32","0.8732344632768361581920903955","30.25"
"2025-09-23T00:00:00.000","19.63","27.77","0.7068779258192293842275837234","20.49"
"2025-09-24T00:00:00.000","20.46","28.43","0.7196623285262047133309883925","19.76"
"2025-09-25T00:00:00.000","20.04","27.63","0.7252985884907709011943539631","21.56"
"2025-09-26T00:00:00.000","21.74","27.33","0.7954628613245517746066593487","27.69"
"2025-09-27T00:00:00.000","20.42","26.49","0.7708569271423178557946394866","27.14"
"2025-09-28T00:00:00.000","21.24","25.5","0.8329411764705882352941176471","29.32"
